skill_rating,assists.defensiveAssists,assists.healingDone,assists.offensiveAssists,average.allDamageDoneAvgPer10Min,average.barrierDamageDoneAvgPer10Min,average.deathsAvgPer10Min,average.eliminationsAvgPer10Min,average.finalBlowsAvgPer10Min,average.healingDoneAvgPer10Min,average.heroDamageDoneAvgPer10Min,average.objectiveKillsAvgPer10Min,average.objectiveTimeAvgPer10Min,average.soloKillsAvgPer10Min,average.timeSpentOnFireAvgPer10Min,best.allDamageDoneMostInGame,best.barrierDamageDoneMostInGame,best.defensiveAssistsMostInGame,best.eliminationsMostInGame,best.environmentalKillsMostInGame,best.finalBlowsMostInGame,best.healingDoneMostInGame,best.heroDamageDoneMostInGame,best.killsStreakBest,best.meleeFinalBlowsMostInGame,best.multikillsBest,best.objectiveKillsMostInGame,best.objectiveTimeMostInGame,best.offensiveAssistsMostInGame,best.soloKillsMostInGame,best.teleporterPadsDestroyedMostInGame,best.timeSpentOnFireMostInGame,best.turretsDestroyedMostInGame,combat.barrierDamageDone,combat.damageDone,combat.deaths,combat.eliminations,combat.environmentalKills,combat.finalBlows,combat.heroDamageDone,combat.meleeFinalBlows,combat.multikills,combat.objectiveKills,combat.objectiveTime,combat.soloKills,combat.timeSpentOnFire,game.gamesLost,game.gamesPlayed,game.gamesTied,game.gamesWon,game.timePlayed,matchAwards.cards,matchAwards.medals,matchAwards.medalsBronze,matchAwards.medalsGold,matchAwards.medalsSilver,miscellaneous.teleporterPadsDestroyed,miscellaneous.turretsDestroyed,assists.reconAssists,best.reconAssistsMostInGame,top_hero,games_played,rank,top_hero_type
2535,208,113872,16,10696,2132,7.41,22.31,12.76,878,8223,9.18,52,3.53,76,27906,12549,10,60,1,36,3354,20399,60,4,4,30,280,5,36,1,482,22,276462,1066469,961,2894,1,1655,1066469,33,24,1190,6692,458,9869,55,114,3,56,77817,58,354,97,169,88,5,134,2,2,soldier76,114,26698,damage
3815,26,461978,683,11647,4929,6.47,20.3,11.25,4094,6490,8.15,78,2.14,76,29403,14998,20,56,5,30,9320,17370,56,5,3,35,377,46,30,1,353,11,556147,732220,730,2291,32,1269,732220,153,11,920,8793,241,8592,59,102,2,41,67698,26,395,143,112,140,4,59,0,0,roadhog,61,1062,tank
2909,5,16315,30,10539,2498,8.67,20.87,13.11,500,7773,6.62,39,3.34,68,19787,6376,2,40,2,30,3072,14664,40,3,4,18,169,13,30,0,305,3,81535,253681,283,681,3,428,253681,4,6,216,1263,109,2217,14,28,1,13,19581,7,68,20,33,15,0,16,1,1,mccree,79,13572,damage
1735,557,332625,303,7440,2264,6.89,18.1,6.18,6226,4977,8.69,76,1.1,69,15654,7599,29,40,4,17,13869,10388,40,1,3,23,257,27,17,0,307,11,120961,265889,368,967,9,330,265889,4,4,464,4066,59,3660,21,50,0,29,32053,27,143,41,54,48,0,67,0,0,lucio,104,46831,support
2226,412,232656,448,10886,3869,8.39,18.02,8.11,1834,6678,8.2,72,2.1,55,34722,14691,36,52,2,35,14433,20662,52,1,5,29,369,21,35,3,518,9,490741,847049,1064,2286,20,1029,847049,2,30,1040,9082,266,6990,56,112,3,53,76108,29,269,95,83,91,9,74,4,4,junkrat,193,37541,damage
3415,0,2440,8,19854,9676,5.29,31.75,15.87,3228,10121,11.91,45,3.97,154,15009,7315,0,24,0,12,2440,7651,24,3,3,9,34,8,12,0,116,0,7315,7651,4,24,0,12,7651,3,1,9,34,3,116,0,1,0,1,454,1,5,2,2,1,0,0,0,0,roadhog,67,3923,tank
2952,96,133447,218,12583,5100,7.02,19.9,8.71,3522,7286,8.79,80,0.82,55,31611,15088,35,64,2,32,10111,18101,64,7,4,31,302,20,32,1,526,4,193200,276018,266,754,5,330,276018,29,4,333,3022,31,2082,14,34,0,20,22731,11,127,44,43,40,1,20,0,0,roadhog,87,12410,tank
2662,441,224736,293,8339,2478,8.28,17.37,7.09,2675,5598,7,70,1.43,56,26823,11658,40,44,1,22,14990,13810,44,5,4,22,283,22,22,1,324,12,208185,470283,696,1459,2,596,470283,45,17,588,5919,120,4698,35,71,2,34,50410,18,163,59,52,52,1,85,2,2,ana,162,21725,support
1775,0,1806,11,10150,2044,6.34,21.47,11.06,171,7717,9.08,64,2.08,56,24243,6076,0,41,2,23,1293,18011,41,2,3,20,121,9,23,3,225,7,21620,81603,67,227,2,117,81603,3,2,96,677,22,589,1,10,0,9,6345,1,21,5,5,11,3,17,0,0,reinhardt,82,46410,tank
3021,498,282644,192,6994,2760,7.27,13.46,2.79,7446,4028,7.27,88,0.11,53,19571,9704,41,33,1,8,20927,10263,33,1,4,21,289,25,8,0,286,2,104785,152884,276,511,2,106,152884,2,7,276,3326,4,2027,17,29,2,10,22776,18,68,16,29,23,0,7,0,0,moira,121,10002,support
3059,52,66563,61,11105,2241,8.72,23.3,13.31,2110,8608,8.37,57,3.61,119,27500,7750,30,50,3,30,8785,19033,50,2,3,20,244,10,30,1,424,9,70695,271520,275,735,5,420,271520,14,3,264,1803,114,3741,14,29,0,15,18927,10,86,26,32,28,1,24,5,3,roadhog,346,9035,tank
2532,23,25777,65,10693,3398,7.18,17.56,9.29,1129,7002,8.23,64,1.71,77,26504,10893,8,42,0,25,5922,17088,42,2,5,26,226,14,25,0,362,2,77572,159872,164,401,0,212,159872,6,7,188,1471,39,1757,9,17,0,8,13699,5,46,18,15,13,0,4,0,0,mccree,24,26817,damage
2228,337,149881,86,7169,1299,9.35,16.63,9.35,1461,5700,6.95,56,2.72,57,24616,6226,33,52,2,31,10343,17310,52,1,4,23,313,8,31,1,511,11,133241,584689,959,1706,9,959,584689,9,15,713,5740,279,5843,42,91,2,47,61541,14,188,58,50,80,3,83,19,13,widowmaker,78,37489,damage
1977,202,88280,49,8773,3786,7.55,17.03,6.75,2837,4703,8.55,107,1.06,44,24346,13797,37,50,1,23,12385,12926,50,2,5,37,364,20,23,1,247,7,117812,146341,235,530,3,210,146341,6,11,266,3334,33,1379,13,27,1,13,18671,10,69,21,30,18,1,35,0,0,dVa,154,43627,tank
1749,187,104039,77,7221,1897,7.1,19.04,6.04,4795,5153,10.05,84,1.06,59,30212,14973,26,42,2,24,14130,14710,42,0,3,24,294,18,24,0,281,4,41145,111796,154,413,3,131,111796,0,7,218,1832,23,1279,9,19,0,10,13017,10,55,7,28,20,0,10,0,0,moira,39,46664,support
3016,25,6409,53,11967,4268,7.57,19.37,6.84,522,7360,8.22,87,0.81,83,24473,14278,8,35,0,21,3140,12902,35,1,3,22,315,15,21,0,290,5,52436,90423,93,238,0,84,90423,1,2,101,1072,10,1017,4,12,0,8,7371,5,38,17,15,6,0,11,0,0,reinhardt,35,10168,tank
3054,0,386,5,12997,3684,8.81,21.78,12.5,17.99,8973,8.53,69,2.47,84,36738,15671,0,55,0,32,247,20863,55,1,3,25,273,3,32,1,373,15,79003,192429,189,467,0,268,192429,1,5,183,1483,53,1796,7,17,0,10,12868,7,46,11,26,9,1,39,14,9,ashe,237,9145,damage
3054,82,45675,63,10210,2110,6.37,25.03,12.86,1447,8031,9.54,48,3.14,89,28409,11091,17,55,0,30,13016,22479,55,2,5,30,183,19,30,1,333,2,66605,253446,201,790,0,406,253446,6,7,301,1518,99,2807,8,27,1,18,18936,15,80,16,51,13,1,5,6,6,soldier76,27,9145,damage
2552,84,47132,71,12084,4074,8.26,19.65,10.46,913,7636,7.58,41,2.42,59,33535,20151,16,51,6,30,5700,19869,51,1,4,27,218,13,30,1,405,7,210232,394060,426,1014,7,540,394060,1,11,391,2114,125,3043,26,46,2,18,30962,16,131,31,54,46,1,60,11,11,bastion,54,25985,damage
1971,416,260601,93,6449,1649,5.66,16.34,6.1,6307,4642,8.18,70,0.73,70,15431,8257,32,48,2,23,17925,12879,48,1,4,25,309,12,23,0,383,7,68129,191805,234,675,5,252,191805,1,7,338,2900,30,2902,16,33,2,15,24791,20,88,23,46,19,0,56,0,0,lucio,37,43735,support
2896,0,0,0,11858,3584,10.77,13.46,10.77,0,7487,1.79,21,0.9,0,13217,3994,0,15,0,12,0,8344,15,1,0,2,23,0,12,0,0,1,3994,8344,12,15,0,12,8344,1,0,2,23,1,0,1,1,0,0,669,0,2,0,2,0,0,1,7,7,widowmaker,38,13951,damage
2797,955,585803,378,5901,2360,7.65,12.2,2.84,7931,3346,6.34,103,0.35,62,14887,6797,51,32,3,10,19704,9707,32,2,3,21,392,23,10,2,330,10,174332,247130,565,901,15,210,247130,13,2,468,7638,26,4574,27,58,1,30,44320,9,126,29,25,72,2,35,0,0,lucio,179,16991,support
2454,175,74264,32,6094,1854,9.24,11.28,4.27,3690,3967,5.56,108,0.6,32,19684,9813,40,30,1,16,13958,11883,30,0,3,18,322,7,16,0,224,6,37310,79849,186,227,2,86,79849,0,2,112,2171,12,634,8,18,0,10,12076,4,39,13,14,12,0,12,0,0,mercy,138,30134,support
2744,5,4922,0,7015,2288,10.85,10.85,2.32,3814,4687,3.87,73,0,0,8613,2902,5,12,0,2,4859,5660,12,1,3,5,94,0,2,0,0,0,2953,6049,14,14,0,3,6049,1,1,5,94,0,0,1,1,0,0,774,0,2,0,0,2,0,0,0,0,wreckingBall,47,18725,tank
2194,247,111299,6,3751,439,7.55,17.11,5.01,8317,3079,6.5,82,0.67,68,8933,1186,36,40,0,12,17114,7704,40,2,4,20,202,3,12,0,379,1,5869,41203,101,229,0,67,41203,6,4,87,1091,9,907,4,10,0,6,8029,7,21,7,9,5,0,1,0,0,moira,121,38431,support
2274,1,1142,1,7611,2194,6.12,19.06,4.32,411,5309,6.47,59,0.36,0,12018,4434,1,28,2,6,1142,7583,28,0,3,13,83,1,6,0,0,0,6098,14759,17,53,2,12,14759,0,1,18,165,1,0,1,2,0,1,1668,1,6,3,2,1,0,0,0,0,wreckingBall,60,36209,tank
2566,233,99684,40,4565,1186,6.34,11.98,3.13,7808,3285,6.42,92,0.31,47,9145,3158,40,26,1,9,13933,5929,26,2,0,19,225,11,9,0,172,1,15138,41939,81,153,3,40,41939,3,0,82,1180,4,606,6,11,1,4,7660,6,24,7,10,7,0,2,0,0,brigitte,30,25436,support
2212,66,26868,4,6432,1949,6.65,14.93,3.97,3134,4385,7.46,132,0.35,9,10594,6146,32,37,0,9,13079,6462,37,1,3,17,305,2,9,0,32,3,16712,37600,57,128,0,34,37600,1,1,64,1133,3,74,5,8,0,3,5144,5,20,6,11,3,0,4,0,0,reinhardt,76,37946,tank
1541,0,308,0,4451,806,6.99,12.29,6.51,74.23,3608,3.62,11,1.69,14,5048,1010,0,19,0,9,308,4251,19,1,3,8,36,0,9,0,51,0,3345,14970,29,51,0,27,14970,2,2,15,46,7,57,3,6,0,3,2489,0,2,1,0,1,0,0,3,3,widowmaker,23,48290,damage
3021,52,30911,75,8837,3207,4.6,23.2,5.58,3383,5264,10.83,70,0.11,59,15311,6662,19,36,1,8,11256,7959,36,2,3,25,206,24,8,1,204,7,29307,48102,42,212,1,51,48102,4,1,99,636,1,540,2,10,1,7,5483,6,27,6,13,8,1,9,0,0,orisa,25,10002,tank
2600,333,193726,360,10094,2769,4.51,20.66,9.46,1606,6935,8.94,57,1.85,77,27591,10529,32,51,3,29,21503,15885,51,2,4,26,375,25,29,1,457,8,334019,836442,544,2492,13,1141,836442,8,27,1078,6856,223,9230,53,113,9,51,72371,39,271,79,98,94,3,71,17,17,sombra,113,24091,damage
2442,132,133984,107,9598,2040,7.42,21.24,9.62,1526,7265,8.69,51,2.29,61,23945,10184,17,48,1,23,7260,16877,48,0,4,27,335,24,23,2,456,15,179166,638047,652,1865,1,845,638047,0,15,763,4502,201,5341,30,77,5,42,52693,27,235,75,75,85,3,101,0,0,moira,76,30573,support
1997,3,7798,11,9260,2419,10.51,16.03,7.79,706,6620,7.61,48,2.08,31,26468,7110,2,28,0,18,2659,18102,28,0,0,13,120,8,18,0,130,5,26703,73085,116,177,0,86,73085,0,0,84,535,23,347,5,10,1,4,6624,4,27,10,9,8,0,5,0,0,junkrat,177,43251,damage
2585,234,102650,159,9848,3679,7.59,17.67,6.94,2481,5876,6.84,79,1.14,54,22233,11767,55,47,3,17,14156,12935,47,2,3,22,266,28,17,0,262,5,152246,243148,314,731,7,287,243148,7,11,283,3259,47,2222,16,35,2,17,24827,12,91,36,24,31,0,12,0,0,dVa,125,24675,tank
3115,445,446682,432,9312,2884,6.78,18.69,8.35,4227,6097,8.19,97,1.61,86,25134,11625,59,46,3,26,21412,14601,46,5,4,23,314,23,26,1,396,13,304747,644254,716,1975,24,882,644254,80,17,865,10216,170,9059,46,91,2,43,63402,24,275,115,82,78,3,92,2,2,roadhog,490,7900,tank
2418,8,22690,15,15423,6208,7.96,22.7,10.93,950,8718,11.47,89,2.18,94,36124,14951,7,66,0,33,3543,20496,66,1,3,37,238,6,33,1,443,6,148261,208198,190,542,0,261,208198,2,10,274,2134,52,2235,8,22,0,14,14329,10,76,18,36,22,2,23,0,0,torbjorn,27,31424,damage
2527,960,505019,553,4683,1420,7.04,12.39,2.76,6968,3026,5.46,68,0.29,60,15958,4048,41,45,5,16,21430,13708,45,2,3,22,240,22,16,1,497,6,102901,219348,510,898,18,200,219348,9,4,396,4908,21,4316,27,61,1,33,43488,14,113,27,26,60,1,39,0,0,ana,364,27038,support
2273,14,19807,16,9823,2341,8.04,16.56,8.2,3124,7171,5.52,52,2.21,91,14857,2571,11,34,2,18,6359,12241,34,0,3,11,121,9,18,0,262,2,14843,45467,51,105,3,52,45467,0,2,35,332,14,578,5,7,0,2,3804,2,18,4,7,7,0,3,0,0,reaper,99,36230,damage
2043,0,1708,3,11222,3009,7.42,23.77,11.82,215,7735,10.06,91,1.26,62,26174,10479,0,64,0,35,885,16122,64,0,4,26,196,1,35,0,330,2,23921,61494,59,189,0,94,61494,0,6,80,721,10,497,3,6,0,3,4770,3,18,6,8,4,0,2,0,0,dVa,162,42140,tank
2735,179,126268,138,6840,2749,7.62,12.61,4.36,4628,3819,7.4,110,0.51,41,24348,10448,25,44,5,20,17139,12989,44,2,3,30,336,19,20,0,275,15,75009,104204,208,344,11,119,104204,6,2,202,2993,14,1112,12,22,1,9,16370,11,61,25,17,19,0,40,0,0,ana,204,19046,support
2344,134,123349,76,13575,4637,7.71,20.93,10.98,1399,8697,9.15,68,1.96,81,35534,16511,14,52,0,29,10862,24488,52,1,5,25,293,8,29,0,396,7,408918,766999,680,1846,0,968,766999,2,32,807,5998,173,7122,41,73,2,30,52915,20,262,101,95,66,0,37,0,0,reaper,77,33949,damage
2259,926,567180,723,8354,1961,7.5,18,8.29,3881,6187,7.12,56,1.41,77,29249,10457,40,54,3,34,14645,19301,54,4,5,28,324,31,34,0,447,13,286602,904091,1096,2631,15,1212,904091,35,22,1040,8200,206,11195,58,119,5,56,87680,37,294,83,106,105,0,93,5,5,ana,37,36619,support
3203,2244,1193973,1081,9000,2972,6.65,17.13,6.59,3213,5700,7.11,71,1.42,52,36079,19508,35,67,8,36,18119,21500,67,1,6,34,447,25,36,2,523,20,1104518,2118055,2473,6367,97,2450,2118055,6,62,2642,26306,527,19363,150,315,6,159,222964,96,843,279,249,314,10,214,10,8,lucio,302,6426,support
1897,33,13394,3,6669,1108,6.87,18.68,6.44,2875,5460,12.02,142,1.5,20,12699,2535,21,26,0,18,5902,12567,26,0,0,22,302,3,18,0,54,4,5160,25435,32,87,0,30,25435,0,0,56,661,7,92,2,5,0,3,2795,2,16,3,4,9,0,5,0,0,moira,74,44913,support
2232,41,22759,119,9171,2849,6.15,17.46,7.05,526,6070,6.94,97,0.83,31,23551,8392,8,47,2,17,5512,15261,47,2,3,27,316,20,17,0,211,7,123206,262482,266,755,6,305,262482,9,9,300,4210,36,1350,12,35,2,21,25945,6,91,49,14,28,0,27,0,0,reinhardt,109,37361,tank
3110,0,0,0,9566,1700,7.73,23.09,14.35,0,7634,7.73,63,2.94,106,17429,3640,0,42,1,29,0,13292,42,4,4,19,130,0,29,0,225,2,18479,82973,84,251,1,156,82973,13,4,84,680,32,1150,3,10,0,7,6521,5,27,7,9,11,0,5,0,0,doomfist,17,8014,damage
2905,104,70762,74,13952,4810,8.87,20.21,9.65,1049,8794,8.14,67,2.03,66,33788,15218,18,54,2,28,12339,21627,54,2,4,27,297,12,28,1,485,10,324384,593048,598,1363,3,651,593048,5,25,549,4493,137,4474,29,56,2,25,40461,18,168,43,75,50,2,47,4,4,reaper,25,13704,damage
2401,18,110344,112,8231,2560,8.52,17.51,8.86,2740,5570,7.13,84,2.33,44,24931,11391,14,47,2,26,8929,13533,47,4,3,21,361,11,26,0,343,6,103085,224305,343,705,8,357,224305,40,4,287,3380,94,1774,19,37,1,17,24163,10,109,40,31,38,0,24,0,0,roadhog,85,32026,tank
2417,194,70099,176,8615,2529,7.41,16.35,6.39,2319,5573,7.15,78,1.03,64,19082,10021,37,45,2,18,8469,15433,45,1,5,23,332,34,18,0,417,7,76426,168439,224,494,3,193,168439,5,5,216,2354,31,1940,11,26,1,14,18134,11,71,23,25,23,0,26,0,0,zarya,134,31458,tank
2377,544,258637,115,9721,2935,8.76,18.64,6.81,2755,6492,9.07,90,0.94,54,30317,14560,43,52,1,26,15318,20806,52,1,4,44,517,10,26,2,447,10,275451,609413,822,1750,5,639,609413,8,21,851,8474,88,5107,42,81,4,35,56319,23,256,71,90,95,2,62,4,4,wreckingBall,81,32802,tank
2527,158,63991,43,4040,946,8.15,10.01,4.65,4575,2932,4.93,83,0.29,66,10647,4102,60,25,1,17,23481,7830,25,0,3,13,170,11,17,1,272,2,13234,41012,114,140,1,65,41012,0,1,69,1162,4,927,4,10,2,4,8392,4,15,4,6,5,2,4,0,0,reinhardt,108,27038,tank
2075,94,39082,39,10260,3401,8.88,15.88,6.48,2282,6531,7.53,92,0.88,36,24983,11682,31,37,0,18,11689,15220,37,2,4,18,274,9,18,1,142,8,58245,111827,152,272,0,111,111827,3,2,129,1582,15,622,12,14,0,2,10274,6,28,9,14,5,1,9,0,0,reinhardt,56,41437,tank
3280,56,51431,132,9578,2529,6.19,19.69,9.17,917,6690,7.45,90,1.28,70,27697,10615,20,41,3,25,14111,16650,41,2,4,22,318,14,25,2,605,11,141837,375161,347,1104,12,514,375161,9,18,418,5043,72,3927,15,45,2,28,33648,18,129,48,42,39,5,44,0,0,reinhardt,45,5351,tank
3164,1865,1443917,1487,9498,4055,5.71,14.89,5.33,6125,5068,6.86,90,0.67,68,45507,27753,35,58,6,31,23564,20538,58,4,4,31,471,29,31,3,611,15,956020,1194692,1346,3511,48,1257,1194692,89,31,1617,21171,159,16006,95,198,3,100,141450,68,562,135,219,207,17,97,5,5,lucio,117,7014,support
3305,3033,1523603,1080,8121,2814,6.76,14.6,4.47,3382,4979,7.64,83,0.4,40,37143,15578,48,50,2,22,21553,20624,50,1,5,31,362,37,22,6,400,21,1267895,2243486,3047,6580,5,2012,2243486,5,98,3443,37459,180,17909,175,373,4,194,270337,130,950,285,345,319,40,410,0,0,symmetra,373,5045,damage
2864,633,431974,263,9927,2130,7.87,20.75,10.81,3123,7336,8.22,70,2.44,94,36585,9923,48,65,5,42,33089,25078,65,3,5,30,329,18,42,1,595,5,294639,1014818,1088,2871,8,1495,1014818,21,61,1137,9658,338,13069,46,114,6,62,82998,45,351,116,123,112,1,31,0,0,reaper,114,14855,damage
4144,107,99812,179,11449,3556,6.49,18.96,10.36,914,7481,5.91,38,2.97,62,42808,20961,25,56,2,34,9619,24017,56,5,4,25,326,16,34,2,499,27,388272,816883,709,2070,8,1131,816883,43,22,645,4133,324,6762,47,92,0,45,65513,21,215,81,63,71,6,129,35,26,widowmaker,92,118,damage
2424,348,179415,323,8103,1894,7.92,17.41,7.76,2481,6015,7.07,50,1.52,51,21673,6803,30,48,7,26,14098,19083,48,2,4,23,184,28,26,0,273,6,136968,435014,573,1259,12,561,435014,8,15,511,3582,110,3705,22,62,4,36,43391,14,136,50,41,45,0,18,5,5,torbjorn,86,31230,damage
2415,186,118889,223,7358,1889,7.03,15.93,6.62,2524,5139,6.79,56,1.1,48,14825,8130,19,51,2,29,10438,13919,51,2,3,28,185,21,29,1,448,5,88979,242038,331,750,8,312,242038,8,4,320,2642,52,2262,28,44,1,15,28257,10,104,40,30,34,2,39,4,3,ana,21,31536,support
2053,630,274541,275,8790,2598,6.26,19.37,7.37,2737,5959,8.42,70,1.17,64,27837,12820,33,77,1,26,18666,20234,77,2,4,30,497,22,26,1,461,6,260586,597606,628,1943,3,739,597606,18,19,844,6976,117,6378,39,82,2,41,60176,21,224,81,66,77,3,48,9,9,dVa,29,41942,tank
2263,422,277939,210,9351,3006,6.74,18.05,8.75,1544,6068,8.08,64,1.71,53,27307,13594,47,51,1,25,12425,15758,51,0,5,29,317,23,25,2,286,13,541165,1092341,1213,3250,6,1576,1092341,0,37,1455,11599,308,9556,74,160,5,81,108017,50,378,122,137,119,4,171,11,8,mccree,518,36514,damage
2794,30,18648,111,8428,3656,7.38,15.56,5.01,1639,4422,9.23,106,0.44,37,16838,8326,26,30,1,12,9155,9230,30,2,3,22,354,31,12,2,130,4,41590,50310,84,177,2,57,50310,5,2,105,1201,5,424,4,10,0,6,6826,6,26,9,9,8,2,7,1,1,orisa,267,17076,tank
2738,79,38682,105,9795,2246,7.96,16.9,8.57,1294,6947,5.69,52,2.07,59,25870,6246,15,63,1,30,8530,21592,63,1,3,27,166,14,30,0,527,3,67126,207590,238,505,2,256,207590,4,2,170,1540,62,1757,16,25,0,9,17930,6,64,24,15,25,0,10,2,2,sombra,85,18927,damage
1828,252,102643,58,4408,2023,4.5,9.01,2.59,4919,2067,3.4,83,0.62,14,17990,11990,48,34,0,13,14998,7758,34,0,5,13,223,18,13,2,85,3,42206,43129,94,188,0,54,43129,0,3,71,1733,13,283,7,22,1,14,12520,8,30,11,7,12,2,11,0,0,mercy,16,45799,support
1465,31,33386,132,11769,4656,8.29,21.34,8.85,1098,6748,12.27,89,1.22,85,36225,12698,14,61,0,27,8568,23080,61,1,4,28,328,22,27,2,469,11,141579,205190,252,649,0,269,205190,2,10,373,2720,37,2576,13,28,1,14,18245,11,79,23,27,29,4,37,0,0,symmetra,219,48629,damage
1232,22,9626,84,5235,1580,8.04,15.06,4.91,814,3525,10.4,104,0.34,26,11449,5286,15,38,0,13,4859,7892,38,0,3,21,363,18,13,0,153,4,18681,41678,95,178,0,58,41678,0,4,123,1234,4,303,5,10,0,5,7094,3,24,10,7,7,0,10,0,0,orisa,71,49161,tank
2412,18,9584,2,9015,2010,7.65,18.42,9.92,1358,6778,8.22,35,4.25,34,11113,4273,10,33,0,21,4568,10329,33,0,3,21,112,2,21,0,176,3,14184,47835,54,130,0,70,47835,0,1,58,245,30,240,5,9,1,3,4235,3,23,7,8,8,0,4,0,0,mccree,26,31642,damage
3276,300,174408,287,6555,2277,6.28,15.32,4.65,6331,4152,5.77,69,0.65,71,20833,8932,28,36,1,16,17129,11471,36,2,4,16,233,34,16,0,337,3,62719,114374,173,422,1,128,114374,15,5,159,1913,18,1964,11,22,0,11,16528,5,55,22,16,17,0,5,0,0,lucio,89,5417,support
1982,552,381105,297,7891,2677,7.56,15.01,6.93,3650,4952,7.01,84,1.35,59,31256,13371,38,49,2,31,17444,20770,49,2,4,23,351,14,31,1,494,10,279458,517023,789,1567,10,723,517023,7,12,732,8819,141,6162,45,95,2,48,62640,26,236,77,85,74,3,143,0,0,baptiste,39,43536,support
2655,446,215720,290,6661,1690,6.42,17.53,5.74,4600,4817,8.68,85,0.96,66,20791,8086,39,46,3,21,14597,12622,46,3,3,25,295,24,21,0,388,3,79255,225872,301,822,9,269,225872,14,6,407,3994,45,3111,16,41,2,23,28137,15,105,28,32,45,0,11,4,4,lucio,36,21958,support
3206,21,12845,86,13028,3645,7.42,21.3,11.63,104,9068,7.49,46,3.04,74,31153,13027,5,51,0,29,2155,23198,51,2,6,31,198,17,29,1,416,5,449510,1118455,915,2627,0,1434,1118455,21,44,924,5693,375,9069,46,99,2,51,74002,38,262,78,113,71,3,58,13,9,ashe,80,6368,damage
2682,8,81,5,10504,4924,5.98,18.13,5.69,7.77,5434,8.2,95,0.48,10,21063,12151,8,51,0,14,47,10912,51,0,3,24,222,3,14,0,48,2,51047,56333,62,188,0,59,56333,0,6,85,980,5,106,3,8,2,3,6220,1,20,6,6,8,0,5,0,0,dVa,49,20962,tank
2461,260,243006,381,8650,1782,9.28,20.42,9.99,1235,6662,7.11,68,2.17,58,29761,10876,30,58,2,35,12765,22657,58,4,5,40,464,21,35,3,382,7,350592,1310676,1826,4017,12,1966,1310676,47,45,1398,13311,426,11339,90,168,1,77,118045,35,470,184,126,160,4,94,12,6,genji,21,29885,damage
2362,380,232707,254,7463,1776,7.57,18.01,7.71,1841,5478,7.97,101,1.6,44,23913,12207,53,50,4,22,10667,12526,50,2,5,33,505,21,22,1,297,11,224560,692509,957,2276,18,974,692509,26,9,1007,12730,202,5558,56,113,1,56,75844,33,330,96,119,115,3,68,4,4,genji,92,33321,damage
2989,29,23443,45,10304,2167,6.83,19.66,8.79,2426,7747,8.28,55,1.45,42,16586,4385,15,32,1,12,8839,11354,32,0,3,18,129,31,12,0,115,3,20945,74875,66,190,1,85,74875,0,2,80,533,14,407,6,10,0,4,5799,5,25,6,7,12,0,10,4,4,ashe,295,11460,damage
1883,212,130856,52,9877,4263,6.78,18.18,6.62,1817,5426,8.14,109,1,59,32926,15085,29,52,1,28,17809,17420,52,1,4,25,368,16,28,0,362,5,306944,390692,488,1309,3,477,390692,2,15,586,7842,72,4219,36,66,2,28,43200,29,183,40,91,52,0,27,0,0,dVa,85,45082,tank
3165,34,56279,104,10869,3876,9.46,16.86,9.33,913,6640,6.12,56,2.48,49,27483,12554,14,42,2,21,6811,16229,42,4,4,16,382,13,21,0,299,8,238783,409086,583,1039,5,575,409086,20,8,377,3445,153,3008,29,52,1,22,36966,2,124,55,33,36,0,42,13,8,junkrat,60,6996,damage
2467,6,535,18,11872,4452,7.83,17.06,6.32,53.69,7185,8.23,115,0.4,69,20882,9764,6,33,0,14,535,14500,33,1,4,16,308,8,14,0,254,1,44360,71597,78,170,0,63,71597,1,4,82,1151,4,684,6,9,0,3,5979,3,25,5,8,12,0,1,0,0,reinhardt,221,29677,tank
2193,655,275065,217,4957,1028,6.37,15.2,4.93,6786,3732,7.03,79,1.04,54,11272,5906,40,36,3,16,16964,7682,36,0,0,19,221,30,16,0,269,8,41665,151268,258,616,7,200,151268,0,0,285,3210,42,2188,14,36,1,21,24320,18,90,23,42,25,0,22,0,0,moira,36,38460,support
2430,107,68834,52,6583,2098,6.69,14.49,4.63,2450,4244,8.76,140,0.75,26,18109,6730,18,34,2,14,12672,11944,34,0,3,24,432,13,14,0,265,6,58933,119208,188,407,8,130,119208,0,5,246,3938,21,738,14,22,1,7,16854,7,56,14,24,18,0,14,0,0,wreckingBall,211,31005,tank
1662,25,9922,6,5409,1170,5.25,19.39,8.89,4008,4127,6.46,72,2.83,12,8759,2414,14,29,1,11,5361,6072,29,0,0,9,100,6,11,0,30,1,2896,10218,13,48,1,22,10218,0,0,16,178,7,30,0,2,0,2,1485,1,5,3,1,1,0,1,0,0,zenyatta,28,47488,support
2256,126,68838,78,9947,2249,8.74,22.39,12.24,1759,7393,9.1,61,2.99,85,28259,12244,13,45,1,21,4877,19223,45,2,3,21,375,13,21,0,519,7,88008,289289,342,876,2,479,289289,9,5,356,2387,117,3318,15,36,0,21,23478,17,117,38,47,32,0,44,5,5,soldier76,135,36695,damage
2880,47,20274,25,8933,2716,7.96,11.99,4.32,1945,5610,2.97,47,0.58,8,20467,8555,31,23,2,9,8778,10283,23,1,3,7,136,7,9,0,58,4,28318,58482,83,125,2,45,58482,1,1,31,485,6,83,7,10,1,2,6255,2,14,4,0,10,0,5,0,0,reinhardt,607,14414,tank
