skill_rating,assists.defensiveAssists,assists.healingDone,assists.offensiveAssists,average.allDamageDoneAvgPer10Min,average.barrierDamageDoneAvgPer10Min,average.deathsAvgPer10Min,average.eliminationsAvgPer10Min,average.finalBlowsAvgPer10Min,average.healingDoneAvgPer10Min,average.heroDamageDoneAvgPer10Min,average.objectiveKillsAvgPer10Min,average.objectiveTimeAvgPer10Min,average.soloKillsAvgPer10Min,average.timeSpentOnFireAvgPer10Min,best.allDamageDoneMostInGame,best.barrierDamageDoneMostInGame,best.defensiveAssistsMostInGame,best.eliminationsMostInGame,best.environmentalKillsMostInGame,best.finalBlowsMostInGame,best.healingDoneMostInGame,best.heroDamageDoneMostInGame,best.killsStreakBest,best.meleeFinalBlowsMostInGame,best.multikillsBest,best.objectiveKillsMostInGame,best.objectiveTimeMostInGame,best.offensiveAssistsMostInGame,best.soloKillsMostInGame,best.teleporterPadsDestroyedMostInGame,best.timeSpentOnFireMostInGame,best.turretsDestroyedMostInGame,combat.barrierDamageDone,combat.damageDone,combat.deaths,combat.eliminations,combat.environmentalKills,combat.finalBlows,combat.heroDamageDone,combat.meleeFinalBlows,combat.multikills,combat.objectiveKills,combat.objectiveTime,combat.soloKills,combat.timeSpentOnFire,game.gamesLost,game.gamesPlayed,game.gamesTied,game.gamesWon,game.timePlayed,matchAwards.cards,matchAwards.medals,matchAwards.medalsBronze,matchAwards.medalsGold,matchAwards.medalsSilver,miscellaneous.teleporterPadsDestroyed,miscellaneous.turretsDestroyed,assists.reconAssists,best.reconAssistsMostInGame,top_hero,games_played,rank,top_hero_type
2529,1107,429334,202,5204,1794,8.21,9.74,3.46,6007,3272,4.74,79,0.43,63,16684,7784,41,29,1,14,14021,11625,29,1,3,18,251,11,14,1,379,5,128240,233872,587,696,2,247,233872,4,3,339,5682,31,4469,27,62,1,34,42884,34,111,28,33,50,1,34,0,0,baptiste,180,26943,support
2216,8,8271,64,9611,3527,7.59,17.58,7.97,452,5905,7.97,101,1.2,38,20958,8823,6,40,1,21,3621,12529,40,1,3,23,300,16,21,0,178,3,64613,108168,139,322,1,146,108168,1,1,146,1849,22,694,7,16,0,9,10991,6,35,11,10,14,0,8,0,0,orisa,26,37834,tank
2774,169,118675,123,10051,3406,6.97,17.52,6.66,3337,6244,8.07,94,1.07,75,36727,13962,25,48,3,28,23437,18728,48,1,3,21,358,17,28,0,479,15,121120,222050,248,623,4,237,222050,1,7,287,3332,38,2682,11,27,1,15,21337,10,74,17,29,28,0,33,0,0,lucio,49,17680,support
2313,1,0,0,7016,1726,9.64,1.61,1.61,0,5289,0,56,1.61,0,4365,1074,1,1,0,1,0,3291,1,0,0,0,35,0,1,0,0,0,1074,3291,6,1,0,1,3291,0,0,0,35,1,0,1,1,0,0,373,0,2,1,0,1,0,0,0,0,zarya,121,35021,tank
2096,31,26946,20,9940,3058,7.62,21.34,10.54,680,6622,7.62,59,2.67,65,24848,13583,18,49,1,25,10504,14250,49,2,4,26,263,7,25,0,341,9,121208,262513,302,846,2,418,262513,7,11,302,2345,106,2587,18,35,1,16,23784,10,91,28,27,36,0,26,5,4,dVa,139,40952,tank
1948,111,50960,45,10693,4334,6.08,19.25,7.5,633,5933,7.59,110,1.24,53,43535,23410,19,57,4,19,12270,19600,57,3,6,27,618,22,19,2,280,11,349092,477802,490,1550,19,604,477802,46,22,611,8831,100,4295,33,65,1,31,48324,17,201,69,66,66,6,64,0,0,dVa,32,44138,tank
2336,30,7434,9,8412,2571,7.02,21.64,6.6,392,5534,7.23,68,1.64,31,17345,10510,29,43,1,12,4253,11162,43,1,3,25,177,8,12,0,134,1,48702,104843,133,410,1,125,104843,1,8,137,1295,31,591,10,17,0,7,11367,5,38,16,6,16,0,3,0,0,dVa,92,34215,tank
2348,20,28004,21,6483,2016,7.8,13.5,4.59,2571,4390,6.98,74,0.92,11,16457,7466,8,37,0,15,7389,10573,37,0,4,21,326,10,15,0,104,1,21955,47810,85,147,0,50,47810,0,2,76,801,10,115,9,10,0,1,6535,1,26,14,3,9,0,1,0,0,roadhog,63,33814,tank
3008,498,223498,319,2144,705,6.53,4.75,2,7981,1414,2,50,0.32,13,10114,5690,47,26,2,14,29419,6642,26,2,3,12,178,48,14,0,83,1,19742,39599,183,133,4,56,39599,6,1,56,1408,9,360,9,20,0,11,16802,12,26,5,14,7,0,3,0,0,mercy,18,10488,support
3284,1468,647240,1505,7648,2256,7.5,15.51,5.78,2882,5246,6.64,89,0.75,62,34243,11686,53,51,4,27,24303,22768,51,4,4,30,636,41,27,2,631,13,506547,1178043,1685,3484,39,1299,1178043,82,45,1490,20065,168,14002,85,187,4,98,134735,82,484,169,162,153,4,85,6,4,mercy,86,5297,support
2688,20,18533,4,4158,829,8.15,9.51,3.17,8394,3304,4.53,57,0.91,30,6098,989,19,18,0,6,13603,5053,18,0,0,10,88,4,6,0,66,0,1831,7294,18,21,0,7,7294,0,0,10,126,2,66,1,2,0,1,1325,0,5,3,1,1,0,0,0,0,moira,139,20758,support
1584,187,105482,87,6053,1705,9.57,12.63,5.54,1680,4113,6.26,98,0.7,23,16837,9049,30,32,1,16,14219,10954,32,1,4,25,317,11,16,0,184,5,107002,258165,601,793,5,348,258165,1,12,393,6131,44,1425,29,58,3,26,37664,24,129,53,36,40,0,43,0,0,reinhardt,35,48044,tank
3176,185,136318,226,7235,3415,6.62,12.36,3.47,5249,3628,6.47,88,0.15,53,21956,10978,31,40,0,12,17217,11024,40,1,3,24,315,25,12,0,268,4,88692,94210,172,321,0,90,94210,1,2,168,2289,4,1376,14,22,0,8,15582,5,41,18,13,10,0,11,0,0,ana,79,6832,support
3243,211,149779,273,8759,3775,5.84,15.97,6.41,3403,4763,7.52,96,0.66,38,26503,12963,29,47,2,22,14791,14435,47,5,4,28,399,30,22,2,260,2,166132,209621,257,703,2,282,209621,20,4,331,4235,29,1692,24,42,1,17,26405,13,112,37,36,39,3,17,0,0,roadhog,124,5826,tank
3355,1029,436413,928,10397,4024,7.89,18.18,6.39,3545,6174,8.17,86,0.54,67,36776,16190,56,51,1,34,17695,20585,51,2,5,33,347,41,34,1,386,11,495441,760100,972,2238,5,787,760100,18,15,1006,10648,66,8215,48,108,4,56,73872,33,300,100,71,129,2,91,0,0,reinhardt,54,4502,tank
2746,198,148257,142,8038,2292,7.73,16.63,7.8,5051,5541,6.68,64,1.06,59,22353,6009,20,48,4,32,12974,17720,48,2,4,23,174,16,32,1,267,4,67277,162637,227,488,7,229,162637,8,6,196,1865,31,1741,14,27,0,13,17611,12,74,10,33,31,1,10,0,0,mccree,42,18664,damage
3015,300,177067,121,9554,3217,5.71,19.89,5.77,5377,5907,9.96,93,0.79,52,24497,12025,43,45,1,15,19240,13311,45,1,3,24,446,26,15,0,308,9,105940,194498,188,655,3,190,194498,3,9,328,3066,26,1726,12,28,0,16,19757,13,86,33,35,18,0,31,0,0,moira,160,10204,support
2151,264,103882,221,7797,2089,7.23,17.6,7.41,1098,5389,8.04,64,1.56,45,27021,10278,27,50,0,29,8008,17135,50,1,5,28,242,17,29,2,462,10,197694,510097,684,1666,0,701,510097,3,14,761,6014,148,4258,42,86,3,41,56791,25,204,73,72,59,2,89,1,1,mei,212,39607,damage
2511,71,33872,24,8570,3724,8.46,16.14,5.64,3292,4540,6.22,78,0.39,26,18864,10448,23,44,0,13,8588,9037,44,0,3,16,196,11,13,0,107,2,38311,46709,87,166,0,58,46709,0,1,64,799,4,266,6,9,1,2,6173,3,21,3,8,10,0,3,0,0,dVa,144,27889,tank
3222,17,13426,0,3463,298,9.59,7.85,0.87,11705,3165,1.74,39,0,0,3973,342,17,9,0,1,13426,3631,9,0,0,2,44,0,1,0,0,0,342,3631,11,9,0,1,3631,0,0,2,44,0,0,1,1,0,0,688,1,1,0,1,0,0,0,0,0,moira,26,6140,support
3000,118,68421,61,11221,4480,6.87,18,7.37,4945,6484,9.9,93,1.52,91,42008,24193,38,44,3,25,19047,16952,44,1,3,30,223,13,25,0,341,0,61980,89704,95,249,4,102,89704,1,3,137,1290,21,1258,7,12,0,5,8301,5,42,10,22,10,0,0,1,1,lucio,29,10822,support
1680,0,9814,15,8930,2136,8.96,19.23,13.11,2145,6662,7.65,77,3.72,81,19440,5987,0,44,1,29,6927,13295,44,6,0,13,160,9,29,0,319,0,9773,30485,41,88,3,60,30485,6,0,35,352,17,371,1,3,0,2,2745,0,11,4,2,5,0,0,0,0,roadhog,62,47338,tank
1625,25,24466,32,8455,2366,7.64,17.41,9.92,353,5772,6.78,34,3.68,48,23413,11367,7,41,2,24,4974,16104,41,1,3,24,289,9,24,1,348,9,164132,400422,530,1208,4,688,400422,5,10,470,2330,255,3296,36,61,2,23,41623,9,123,46,46,31,4,97,14,11,widowmaker,29,47785,damage
3274,76,34259,68,10057,3589,6.8,17.44,6.59,1429,5979,8.55,79,1,20,29779,14184,17,41,2,15,9073,13170,41,1,4,25,336,14,15,0,168,5,86037,143320,163,418,3,158,143320,2,4,205,1904,24,488,12,23,0,11,14382,3,64,30,15,19,0,16,1,1,wreckingBall,63,5444,tank
2465,441,327598,521,8521,3057,7.71,17.06,4.71,3763,5172,7.99,76,0.7,49,30386,15540,25,43,3,21,15184,15436,43,1,4,22,366,25,21,0,389,8,266107,450275,671,1485,6,410,450275,1,11,696,6640,61,4247,38,75,2,35,52235,30,194,61,64,69,0,58,0,0,lucio,59,29747,support
2241,3,1686,3,10096,2552,9.07,23.13,10.89,382,7406,7.26,45,4.31,35,20891,6146,3,49,0,22,1390,14570,49,3,3,11,94,3,22,0,73,2,11252,32653,40,102,0,48,32653,6,1,32,197,19,156,3,4,0,1,2646,1,13,1,7,5,0,2,0,0,tracer,129,37115,damage
2674,24,26817,64,8698,1805,6.82,19.86,10.66,1253,6603,8.97,89,2.1,54,16826,5357,14,42,2,26,6491,13359,42,2,3,27,315,14,26,2,255,10,38613,141288,146,425,5,228,141288,9,4,192,1894,45,1160,5,17,2,10,12838,5,52,13,18,21,3,30,2,2,reinhardt,121,21263,tank
2488,62,36782,106,8078,2459,6.33,15.77,5.1,1676,5222,7.34,59,1.05,17,19762,9806,20,30,0,15,10055,10171,30,1,4,15,196,16,15,2,96,3,53962,114598,139,346,0,112,114598,1,7,161,1302,23,382,6,19,0,13,13168,2,40,22,4,14,3,18,0,0,dVa,138,28930,tank
2389,106,42831,29,9059,2187,7.33,18.78,7.38,1180,6630,9.83,83,1.32,46,28232,10840,20,47,1,27,13253,19279,47,0,4,23,350,8,27,1,258,8,79390,240717,266,682,2,268,240717,0,8,357,3009,48,1686,15,34,0,19,21784,11,104,30,35,39,3,35,8,7,torbjorn,414,32415,damage
1994,754,580353,406,7633,2034,8.98,16.6,6.15,3213,5303,7.8,81,1.27,46,26123,12066,41,53,3,29,21042,14812,53,2,4,34,598,17,29,1,470,10,367400,957879,1622,2999,14,1111,957879,18,31,1409,14645,230,8248,74,155,6,75,108372,47,384,123,124,137,2,193,6,4,lucio,153,43301,support
3106,643,448492,779,9529,2838,8.36,17.99,8.93,1647,6377,6.02,62,1.63,59,42198,19136,37,71,2,36,17676,22969,71,4,6,33,347,28,36,5,584,16,772758,1736435,2277,4900,34,2433,1736435,86,50,1639,16774,445,16031,110,225,6,109,163380,53,600,219,198,182,14,175,16,9,reinhardt,81,8072,tank
2264,0,17869,29,10746,3959,8.55,16.91,7.34,1661,6537,6.13,61,2.32,25,17545,6395,0,26,1,15,4153,10470,26,2,3,11,120,7,15,0,176,2,42598,70343,92,182,2,79,70343,6,1,66,661,25,272,7,11,0,4,6456,0,29,18,1,10,0,4,0,0,roadhog,163,36481,tank
2709,138,63814,32,7631,1764,6.88,15.67,8.85,1934,5717,5.67,61,3.18,47,21297,6821,40,53,4,33,21333,17971,53,1,4,19,353,9,33,0,467,4,58201,188682,227,517,5,292,188682,1,6,187,2002,105,1558,17,28,0,11,19801,9,62,12,25,25,0,18,18,10,hanzo,51,19955,damage
1102,109,76821,8,5111,1183,7.97,11.53,3.98,4567,3702,6.54,98,0.77,9,13291,5197,27,28,0,10,16826,9244,28,1,0,18,441,5,10,0,71,27,19904,62272,134,194,0,67,62272,1,0,110,1657,13,149,14,17,0,3,10092,4,57,17,22,18,0,51,0,0,moira,82,49310,support
3633,963,403279,1520,10533,3355,8.29,17.87,7.43,1057,6973,7.42,89,0.79,60,35780,17216,41,56,5,31,16840,23111,56,2,5,33,576,21,31,1,491,14,1279655,2659358,3161,6816,55,2832,2659358,38,97,2831,33899,302,22955,147,309,7,155,228827,104,775,251,268,255,5,119,11,7,reinhardt,309,2043,tank
2161,0,0,21,8371,1621,7.46,20.26,7.95,0,6072,9.69,123,0.87,44,16897,5763,0,43,2,13,0,11143,43,2,3,22,237,8,13,1,144,13,16721,62642,77,209,5,82,62642,5,1,100,1265,9,451,6,10,0,4,6190,5,30,8,12,10,2,29,0,0,winston,183,39338,tank
2358,12,11885,208,14300,4534,9.66,21.77,15.3,105,9347,7.37,51,5.13,129,41320,14564,5,65,1,51,3664,27600,65,1,5,20,277,22,51,1,517,10,513022,1057555,1093,2463,7,1731,1057555,4,39,834,5765,580,14590,38,102,3,61,67884,39,254,53,130,71,2,102,6,4,junkrat,84,33458,damage
3399,293,128198,210,8303,2604,7.5,17.64,7.27,4275,5500,7.44,78,1.67,90,17243,5765,31,35,0,15,10175,10899,35,2,4,19,203,21,15,0,298,4,78072,164927,225,529,0,218,164927,9,4,223,2325,50,2707,15,29,0,14,17992,9,78,18,21,39,0,7,5,5,zenyatta,167,4100,support
2483,3,1166,0,10644,2593,9.11,19.39,11.46,343,8023,5.29,17,3.53,39,17606,3738,2,33,0,20,657,13820,33,2,0,12,44,2,20,1,134,0,8825,27306,31,66,0,39,27306,2,0,18,58,12,134,2,4,0,2,2042,1,12,3,3,6,1,0,1,1,hanzo,100,29114,damage
3665,28,16247,45,10685,4278,8.26,19.4,8,1065,6181,7.28,74,0.79,40,19701,10677,10,37,1,15,4373,9904,37,2,3,16,205,14,15,1,200,3,65263,94305,126,296,1,122,94305,9,1,111,1122,12,610,9,12,1,2,9154,0,45,11,12,22,2,8,0,0,roadhog,144,1831,tank
1100,47,32534,11,5664,3287,3.71,8.66,1.24,10067,2305,4.33,102,0,18,11854,7145,23,14,0,3,19224,4529,14,0,0,9,175,5,3,0,58,0,10623,7448,12,28,0,4,7448,0,0,14,330,0,58,1,3,0,2,1939,2,5,0,2,3,0,0,0,0,lucio,508,49314,support
2539,90,45060,83,8772,2824,7.05,15.24,4.83,3692,5528,7.37,58,0.9,65,22158,9570,32,31,1,11,12158,11524,31,0,0,18,156,20,11,0,242,4,34468,67467,86,186,3,59,67467,0,0,90,706,11,796,6,11,0,5,7323,2,20,5,8,7,0,8,0,0,ana,187,26521,support
3000,17,18859,87,9546,3029,7.4,18.4,7.04,830,6348,8.01,123,0.48,64,24471,15014,10,42,1,25,5773,13241,42,2,3,22,430,19,25,0,281,1,68794,144192,168,418,1,160,144192,7,5,182,2804,11,1447,7,19,0,12,13629,10,48,21,12,15,0,2,0,0,reinhardt,19,10822,tank
2311,786,409291,406,8044,2323,8.29,17.62,6.72,2162,5513,9.17,115,1.13,57,23688,9807,61,71,4,27,19010,20137,71,2,5,53,775,15,27,1,726,9,439666,1043609,1570,3335,24,1273,1043609,29,42,1736,21700,213,10867,74,153,0,79,113577,52,430,115,193,122,3,112,6,5,lucio,382,35076,support
1872,9,6130,125,8937,2838,7.26,20.17,8.09,182,5892,10.62,104,1.13,73,19100,8516,5,45,1,19,2655,11209,45,0,4,32,349,13,19,1,330,4,95421,198104,244,678,3,272,198104,0,9,357,3492,38,2466,12,33,1,20,20173,15,88,24,34,30,1,20,0,0,orisa,24,45232,tank
2390,408,242277,447,8241,2317,7.47,16.41,7.32,2513,5710,6.22,59,1.83,43,25405,14269,40,53,3,35,18572,16423,53,2,6,22,259,24,35,1,308,8,223367,550419,720,1582,8,706,550419,12,15,600,5674,176,4117,42,83,2,39,57840,22,162,52,51,59,1,54,17,9,ana,52,32379,support
3088,112,58161,111,9333,2857,6.74,20.9,9.74,2564,6238,8.68,82,1.5,51,16950,7365,25,42,0,26,8930,12742,42,2,4,22,324,15,26,0,240,4,64802,141508,153,474,0,221,141508,8,3,197,1850,34,1151,8,21,1,12,13611,8,55,22,14,19,0,4,6,5,roadhog,193,8406,tank
2581,361,171484,75,8637,2369,4.37,17.98,11.63,2200,6049,5.49,23,4.62,60,23339,8884,41,69,1,48,15915,18867,69,3,4,23,137,8,48,2,412,16,184680,471588,341,1402,1,907,471588,15,4,428,1757,360,4695,36,77,1,40,46776,22,137,35,52,50,4,78,27,21,widowmaker,40,24812,damage
3010,114,77181,109,5852,2495,6.95,11.02,2.97,6545,3257,4.41,39,0.42,38,11093,4275,32,23,1,8,13741,6330,23,1,0,14,94,19,8,0,233,3,29421,38408,82,130,1,35,38408,1,0,52,464,5,451,8,11,0,3,7076,2,15,1,4,10,0,3,0,0,ana,63,10413,support
3034,2,1423,0,8408,2419,12.3,13.31,5.02,357,5734,6.53,29,1.76,15,12800,4692,2,18,0,9,662,8048,18,0,0,10,72,1,9,0,59,2,9636,22837,49,53,0,20,22837,0,0,26,115,7,59,4,5,0,1,2390,0,14,3,5,6,0,2,0,0,symmetra,22,9632,damage
2823,1,831,1,9647,2456,5.82,26.62,11.37,230,7014,12.76,68,2.5,54,14461,4614,1,44,0,20,831,9846,44,5,0,21,106,1,20,0,128,1,8857,25294,21,96,0,41,25294,7,0,46,244,9,195,1,3,0,2,2164,3,11,2,7,2,0,1,0,0,tracer,178,16088,damage
2700,364,222847,119,8550,3565,8.15,13.72,6.3,4253,4776,5.15,45,0.92,28,30580,17001,45,50,1,30,25010,14104,50,1,4,15,183,16,30,1,184,5,186842,250255,427,719,6,330,250255,3,6,270,2343,48,1489,21,43,1,21,31442,14,101,40,33,28,2,36,0,0,baptiste,130,20286,support
2970,0,0,2,11608,3596,8,8,8,0,7713,4,29,2,0,5805,1798,0,4,0,4,0,3857,4,0,0,2,15,2,4,0,0,0,1798,3857,4,4,0,4,3857,0,0,2,15,1,0,1,1,0,0,300,1,4,0,2,2,0,0,0,0,reinhardt,72,11933,tank
3237,579,183983,311,8765,2932,7.28,17.27,5.59,2778,5300,6.55,72,0.66,60,23420,9888,40,40,0,16,12022,13212,40,2,4,18,277,25,16,1,295,3,194231,351050,482,1144,0,370,351050,12,13,434,4790,44,3965,22,58,2,34,39742,17,133,63,27,43,1,21,0,0,brigitte,52,5902,support
2457,250,95810,263,9969,3012,4.76,20.87,7.86,2171,6580,9.43,85,0.77,73,28936,9831,39,43,2,22,10768,20539,43,1,4,20,375,16,22,0,332,8,132924,290363,210,921,5,347,290363,6,6,416,3740,34,3242,18,44,1,25,26476,28,145,43,56,46,0,52,0,0,orisa,168,30033,tank
1657,21,10518,15,3715,593,7.62,9.23,3.21,4221,3026,3.21,39,0.4,0,7032,1210,18,14,0,5,6340,5585,14,0,0,4,57,8,5,0,0,0,1478,7541,19,23,0,8,7541,0,0,8,98,1,0,1,2,1,0,1495,1,4,1,1,2,0,0,0,0,zenyatta,34,47531,support
2059,93,23935,41,4942,761,7.99,14.26,3.69,2942,4100,7.25,99,0.25,64,12804,3393,51,38,1,9,11117,9179,38,0,3,19,411,14,9,0,215,0,6195,33357,65,116,1,30,33357,0,1,59,809,2,522,2,5,0,3,4882,3,6,2,1,3,0,0,0,0,reinhardt,110,41815,tank
3011,110,59768,85,12180,3687,7.79,21.98,11.99,687,8195,7.74,52,2.52,65,29213,11373,21,52,2,33,9847,19130,52,2,5,24,180,18,33,0,347,9,320755,713036,678,1912,2,1043,713036,24,16,673,4504,219,5699,38,72,2,32,52204,24,182,44,83,55,0,50,12,8,genji,98,10363,damage
2420,0,398,22,12638,4252,8.67,18.52,8.45,29.23,7601,10.95,80,1.91,63,22614,7741,0,37,1,16,257,13636,37,0,3,24,281,5,16,2,224,4,57869,103453,118,252,1,115,103453,0,4,149,1095,26,861,6,12,0,6,8166,5,32,5,9,18,2,14,0,0,junkrat,185,31360,damage
2516,42,36966,0,9719,2143,10.47,17.2,7.1,3364,7239,8.46,85,1.27,53,21900,10840,27,33,2,14,16522,11796,33,0,3,21,250,0,14,0,198,4,23548,79547,115,189,3,78,79547,0,2,93,929,14,586,5,10,0,5,6593,3,40,16,12,12,0,6,0,0,reaper,67,27624,damage
2228,1148,564220,442,5901,1417,7.52,15.05,4.39,6978,4351,7.75,95,0.54,57,16749,5368,42,47,3,19,18329,13163,47,0,4,27,384,33,19,0,511,16,114609,351823,608,1217,12,355,351823,0,13,627,7680,44,4599,31,66,2,33,48516,27,171,36,69,66,0,43,4,4,lucio,58,37489,support
2071,128,61437,65,9572,2810,8.63,18.98,7.76,2147,6412,7.83,73,1.75,70,28498,9749,26,41,0,23,10828,17899,41,1,3,19,231,15,23,2,285,15,80404,183457,247,543,0,222,183457,2,5,224,2083,50,1999,15,30,1,14,17166,8,76,28,23,25,3,45,5,3,torbjorn,122,41531,damage
2508,386,180016,6,3849,941,7.04,14.6,2.66,8562,2785,6.9,84,0.24,34,11368,3707,42,43,0,9,18140,7560,43,0,3,17,188,3,9,0,202,4,19784,58549,148,307,0,56,58549,0,1,145,1764,5,710,7,18,0,11,12614,12,42,9,19,14,0,6,0,0,moira,65,28067,support
2595,621,276410,271,1162,377,7.09,2.96,0.48,7367,734,1.6,48,0.05,4,5730,3056,41,18,0,5,16693,3059,18,0,4,9,160,35,5,0,62,3,14149,27546,266,111,0,18,27546,0,1,60,1806,2,142,17,33,0,16,22511,10,42,4,18,20,0,5,0,0,mercy,33,24277,support
2705,227,57639,116,11486,4722,5.58,24.1,8.71,588,6416,9.06,117,1.09,77,28110,16291,53,55,1,31,11244,19017,55,2,5,33,356,13,31,3,486,8,463007,629087,547,2363,5,854,629087,22,24,888,11433,107,7583,28,79,4,47,58830,39,249,71,91,87,6,87,0,0,dVa,46,20091,tank
2876,659,433390,576,10455,3425,7.28,18.4,8.06,2796,6699,7.61,60,1.52,55,32443,18834,40,56,2,27,18921,17668,56,3,4,29,362,29,27,1,371,5,530887,1038364,1128,2852,6,1250,1038364,36,23,1179,9322,236,8524,61,131,6,64,92998,36,333,116,106,111,4,70,21,13,widowmaker,131,14529,damage
2220,295,156065,60,6462,1714,6.26,14.94,6.33,5396,4519,5.74,44,1.56,33,23315,13110,34,38,0,16,19362,9677,38,2,3,25,123,13,16,1,131,11,49571,130721,181,432,0,183,130721,13,5,166,1272,45,963,10,25,1,14,17355,9,53,18,18,17,3,45,9,6,mercy,127,37707,support
2379,12,973,26,7092,2005,9.34,12.06,3.89,189,4388,6.81,67,1.17,14,9340,3481,10,21,0,8,690,5326,21,0,0,12,130,11,8,0,72,6,10307,22558,48,62,0,20,22558,0,0,35,347,6,72,4,5,0,1,3084,2,7,4,2,1,0,6,0,0,sombra,57,32745,damage
2979,1753,936933,2468,9606,2485,8.23,19.5,7.23,2120,6629,8.85,86,1.54,77,44729,20263,64,56,3,23,18555,28813,56,3,4,43,667,52,23,2,459,15,1098450,2930307,3638,8618,30,3195,2930307,121,76,3912,37796,679,34169,177,369,3,189,265211,142,1131,370,389,371,8,201,4,4,sombra,156,11706,damage
3204,88,32845,154,10835,2983,7.17,19.22,8.6,412,7521,7.98,91,1.5,59,25019,9499,21,50,3,24,8013,18703,50,2,4,28,371,17,24,2,302,12,238010,600155,572,1534,10,686,600155,7,18,637,7288,120,4726,27,67,0,40,47880,26,170,63,58,49,4,57,1,1,reinhardt,55,6403,tank
1824,0,27114,0,21925,9885,8.45,29.6,18.93,1625,11225,16.48,103,1.92,241,69929,40390,0,69,0,45,3806,27367,69,0,4,41,287,0,45,0,938,9,164969,187333,141,494,0,316,187333,0,5,275,1717,32,4023,1,13,3,9,10014,10,51,8,36,7,0,16,0,0,bastion,19,45855,damage
3568,167,70262,83,4565,1907,6.18,6.55,2.53,6575,2398,2.71,60,0.19,23,19345,9426,45,20,0,10,18980,8802,20,0,3,10,181,22,10,0,182,6,20381,25629,66,70,0,27,25629,0,1,29,638,2,250,5,9,0,4,6412,4,12,4,4,4,0,11,0,0,mercy,127,2525,support
2274,319,124459,188,7525,2503,7.37,15.92,5.69,2112,4744,7.67,108,0.68,21,22651,10382,38,41,2,20,15854,13015,41,3,5,34,388,15,20,2,207,9,147487,279541,434,938,4,335,279541,12,7,452,6362,40,1255,22,47,3,22,35353,12,120,49,34,37,4,40,0,0,zarya,30,36209,tank
1986,45,19395,5,7136,2597,6.66,13.32,5.49,2534,4126,6.53,58,0.91,34,14114,7003,25,25,3,9,7757,7110,25,0,3,15,103,2,9,1,105,8,19878,31585,51,102,3,42,31585,0,1,50,443,7,261,4,8,0,4,4593,1,20,10,2,8,1,15,0,0,ashe,68,43453,damage
2037,230,137445,198,7357,2851,7.52,13.64,3.76,7181,4269,8.73,140,0.16,73,15762,7194,32,29,1,10,14615,9627,29,2,3,20,505,29,10,0,304,6,54573,81708,144,261,2,72,81708,3,1,167,2687,3,1403,5,15,0,10,11484,8,41,8,22,11,0,16,0,0,zenyatta,81,42271,support
1933,309,153442,16,7089,1285,7.75,21.65,6.52,5746,5668,11.61,92,0.82,49,17607,5885,28,46,0,16,14383,11632,46,0,3,29,197,9,16,0,354,2,34317,151338,207,578,0,174,151338,0,6,310,2467,22,1307,10,25,0,15,16021,15,93,31,34,28,0,10,2,2,moira,40,44355,support
2708,0,0,0,8265,1929,9.34,22.68,12.67,0,6271,8,20,4,66,12392,2892,0,34,0,19,0,9401,34,0,0,12,29,6,19,0,99,0,2892,9401,14,34,0,19,9401,0,0,12,29,6,99,0,1,0,1,900,0,2,2,0,0,0,0,0,0,mccree,119,19987,damage
2004,4,2802,25,10447,2520,7.35,23.3,11.83,251,7366,10.76,88,2.6,118,17695,5408,3,51,3,26,2304,13982,51,2,4,23,147,6,26,0,347,3,28120,82175,82,260,3,132,82175,4,7,120,978,29,1313,4,11,0,7,6694,3,33,13,8,12,0,8,1,1,reinhardt,47,43078,tank
4235,6,11199,66,14426,4787,7.88,22.81,12.14,351,9011,8.31,61,1.66,87,40801,14819,5,46,1,27,2994,25591,46,3,5,24,186,14,27,1,441,11,152559,287182,251,727,1,387,287182,16,12,265,1939,53,2778,10,26,0,16,19123,10,80,22,29,29,5,47,8,5,genji,26,67,damage
2120,106,76403,9,3417,714,7.85,10.97,2.77,8821,2497,6.81,119,0.12,35,7017,2652,29,27,0,8,15038,4930,27,0,0,20,316,4,8,0,114,3,6180,21627,68,95,0,24,21627,0,0,59,1035,1,302,5,8,0,3,5197,3,15,2,6,7,0,6,0,0,moira,112,40392,support
2526,130,35420,24,3922,375,6.03,14.47,4.62,7118,3443,6.83,142,0.4,143,9934,991,50,27,2,8,11793,8777,27,0,0,16,444,8,8,0,335,1,1867,17130,30,72,2,23,17130,0,0,34,709,2,714,1,5,0,4,2986,3,10,2,5,3,0,2,0,0,brigitte,45,27089,support
2623,140,73233,67,4415,1554,7.15,10.51,3.8,6468,2824,4.86,80,0.44,12,12656,5476,27,29,1,14,16648,7036,29,2,0,15,271,15,14,0,79,0,17590,31974,81,119,1,43,31974,3,0,55,906,5,138,4,9,1,4,6793,3,17,3,4,10,0,0,0,0,mercy,59,23204,support
3340,114,57077,128,8929,1867,8.41,19.07,9.9,1007,6793,5.94,48,2.68,49,23752,6299,24,48,1,29,8533,17136,48,3,3,17,312,13,29,0,334,7,105819,385096,477,1081,1,561,385096,7,4,337,2714,152,2751,25,49,2,22,34013,6,117,39,33,45,0,27,8,8,mccree,81,4636,damage
4172,67,52762,320,12095,5801,7.4,18.16,5.67,1905,5981,10.22,102,0.54,67,25386,12723,23,34,1,16,13551,12166,34,2,3,24,267,33,16,1,269,9,160644,165637,205,503,2,157,165637,7,4,283,2832,15,1869,12,25,0,13,16617,22,83,21,36,26,2,19,0,0,orisa,24,95,tank
